     Èas / s    Napìtí / V
       0,010  2,66090E-003
       0,241  2,65960E-003
       0,470  2,65880E-003
       0,701  2,65650E-003
       0,941  2,65550E-003
       1,181  2,65530E-003
       1,410  2,65530E-003
       1,640  2,65440E-003
       1,871  2,65960E-003
       2,101  2,67820E-003
       2,335  2,71120E-003
       2,570  2,76070E-003
       2,801  2,81800E-003
       3,031  2,88400E-003
       3,261  2,95320E-003
       3,490  3,02500E-003
       3,720  3,09690E-003
       3,950  3,17000E-003
       4,181  3,24090E-003
       4,410  3,31110E-003
       4,640  3,37890E-003
       4,870  3,44570E-003
       5,100  3,51080E-003
       5,349  3,57530E-003
       5,581  3,63790E-003
       5,811  3,69580E-003
       6,041  3,75180E-003
       6,271  3,80600E-003
       6,500  3,85880E-003
       6,730  3,91190E-003
       6,960  3,96470E-003
       7,191  4,01770E-003
       7,420  4,07130E-003
       7,650  4,12490E-003
       7,880  4,17840E-003
       8,110  4,23210E-003
       8,350  4,28780E-003
       8,581  4,34440E-003
       8,811  4,39960E-003
       9,041  4,45640E-003
       9,271  4,51360E-003
       9,500  4,57070E-003
       9,731  4,62800E-003
       9,961  4,68650E-003
      10,191  4,74530E-003
      10,420  4,80510E-003
      10,650  4,86580E-003
      10,881  4,92760E-003
      11,111  4,98980E-003
      11,349  5,05420E-003
      11,581  5,11870E-003
      11,811  5,18220E-003
      12,041  5,24620E-003
      12,271  5,31010E-003
      12,500  5,37430E-003
      12,731  5,43930E-003
      12,961  5,50430E-003
      13,191  5,56950E-003
      13,420  5,63400E-003
      13,651  5,69840E-003
      13,881  5,76900E-003
      14,111  5,84140E-003
      14,349  5,91290E-003
      14,580  5,98160E-003
      14,810  6,04810E-003
      15,040  6,11420E-003
      15,270  6,18030E-003
      15,500  6,24640E-003
      15,730  6,31290E-003
      15,961  6,37880E-003
      16,191  6,44480E-003
      16,420  6,51050E-003
      16,650  6,57600E-003
      16,880  6,64120E-003
      17,110  6,70580E-003
      17,349  6,77130E-003
      17,580  6,83770E-003
      17,810  6,90180E-003
      18,040  6,96680E-003
      18,270  7,03280E-003
      18,500  7,09810E-003
      18,730  7,16390E-003
      18,961  7,22800E-003
      19,191  7,29070E-003
      19,420  7,35190E-003
      19,650  7,41310E-003
      19,880  7,47300E-003
      20,111  7,53300E-003
      20,349  7,59240E-003
      20,572  7,65090E-003
      20,802  7,70870E-003
      21,032  7,76710E-003
      21,262  7,82410E-003
      21,490  7,88040E-003
      21,720  7,93640E-003
      21,951  7,99250E-003
      22,181  8,04780E-003
      22,410  8,10310E-003
      22,641  8,15710E-003
      22,871  8,21150E-003
      23,101  8,26510E-003
      23,337  8,31800E-003
      23,560  8,36990E-003
      23,790  8,42190E-003
      24,020  8,47320E-003
      24,250  8,52380E-003
      24,480  8,57350E-003
      24,710  8,62320E-003
      24,940  8,67240E-003
      25,171  8,72060E-003
      25,400  8,76840E-003
