     Èas / s    Napìtí / V
       0,010  5,35800E-004
       0,240  5,36600E-004
       0,470  5,37100E-004
       0,700  5,37900E-004
       0,931  5,38300E-004
       1,161  5,38900E-004
       1,391  5,40000E-004
       1,621  5,40200E-004
       1,862  5,40600E-004
       2,092  5,41400E-004
       2,322  5,42200E-004
       2,553  5,42800E-004
       2,783  5,43200E-004
       3,013  5,44100E-004
       3,243  5,44300E-004
       3,474  5,45100E-004
       3,704  5,45500E-004
       3,934  5,46200E-004
       4,164  5,46500E-004
       4,395  5,47300E-004
       4,626  5,48200E-004
       4,856  5,48700E-004
       5,086  5,48900E-004
       5,316  5,49600E-004
       5,546  5,50100E-004
       5,777  5,50700E-004
       6,007  5,51300E-004
       6,248  5,51900E-004
       6,478  5,52600E-004
       6,708  5,53100E-004
       6,938  5,53800E-004
       7,228  5,54500E-004
       7,459  5,55000E-004
       7,689  5,55600E-004
       7,919  5,55900E-004
       8,149  5,56100E-004
       8,379  5,57000E-004
       8,609  5,57200E-004
       8,840  5,58100E-004
       9,070  5,58300E-004
       9,300  5,59200E-004
       9,531  5,59600E-004
       9,761  5,60300E-004
       9,991  5,61100E-004
      10,221  5,61200E-004
      10,452  5,62100E-004
      10,682  5,62100E-004
      10,912  5,63800E-004
      11,142  5,63600E-004
      11,372  5,64200E-004
      11,603  5,64400E-004
      11,833  5,65100E-004
      12,063  5,65400E-004
      12,293  5,66200E-004
      12,523  5,66300E-004
      12,753  5,66700E-004
      12,983  5,67200E-004
      13,213  5,68400E-004
      13,443  5,68600E-004
      13,674  5,69300E-004
      13,914  5,69600E-004
      14,144  5,69900E-004
      14,374  5,70400E-004
      14,603  5,71000E-004
      14,833  5,71600E-004
      15,064  5,72000E-004
      15,303  5,72500E-004
      15,534  5,72800E-004
      15,764  5,73400E-004
      15,994  5,73700E-004
      16,224  5,74200E-004
      16,454  5,74700E-004
      16,684  5,75300E-004
      16,915  5,75700E-004
      17,145  5,76500E-004
      17,375  5,76800E-004
      17,605  5,77100E-004
      17,836  5,77700E-004
      18,066  5,78200E-004
      18,296  5,78800E-004
      18,536  5,78800E-004
      18,766  5,79400E-004
      18,996  5,79900E-004
      19,226  5,80500E-004
      19,457  5,81100E-004
      19,687  5,81500E-004
      19,917  5,81800E-004
      20,147  5,82300E-004
      20,378  5,82700E-004
      20,608  5,83100E-004
      20,838  5,83600E-004
      21,068  5,84000E-004
      21,298  5,84500E-004
      21,528  5,85000E-004
      21,758  5,85600E-004
      21,989  5,85900E-004
      22,219  5,86500E-004
      22,449  5,87100E-004
      22,679  5,87100E-004
      22,909  5,87600E-004
      23,139  5,88100E-004
      23,369  5,88200E-004
      23,599  5,88800E-004
      23,829  5,89100E-004
      24,059  5,89700E-004
      24,289  5,90100E-004
      24,519  5,90500E-004
      24,749  5,90900E-004
      24,979  5,91500E-004
      25,209  5,91700E-004
      25,439  5,92200E-004
      25,669  5,93000E-004
      25,900  5,93200E-004
      26,130  5,93300E-004
      26,360  5,94000E-004
      26,590  5,94300E-004
      26,820  5,94800E-004
      27,050  5,95000E-004
      27,280  5,95800E-004
      27,510  5,96200E-004
      27,740  5,96500E-004
      27,970  5,97000E-004
      28,200  5,96700E-004
      28,441  5,97800E-004
      28,671  5,97800E-004
      28,901  5,98600E-004
      29,131  5,99100E-004
      29,361  5,99100E-004
      29,592  5,99600E-004
      29,822  6,00400E-004
      30,052  6,00300E-004
      30,282  6,00700E-004
      30,512  6,01200E-004
      30,742  6,01800E-004
      30,973  6,01900E-004
      31,203  6,02500E-004
      31,433  6,02800E-004
      31,664  6,03300E-004
      31,894  6,03700E-004
      32,124  6,04100E-004
      32,354  6,04300E-004
      32,594  6,05200E-004
      32,824  6,05100E-004
      33,064  6,05800E-004
      33,302  6,06000E-004
      33,533  6,06400E-004
      33,763  6,06800E-004
      34,003  6,07200E-004
      34,233  6,07700E-004
      34,473  6,08200E-004
      34,703  6,08200E-004
      34,933  6,08500E-004
      35,163  6,08800E-004
      35,393  6,09000E-004
      35,623  6,09800E-004
      35,853  6,10300E-004
      36,093  6,10300E-004
      36,323  6,11100E-004
      36,553  6,11500E-004
      36,783  6,11600E-004
      37,014  6,12000E-004
      37,244  6,12600E-004
      37,484  6,12900E-004
      37,714  6,13300E-004
      37,944  6,14000E-004
      38,174  6,13600E-004
